body_of_water	category_T10	category_T15	city_not_us	city_us	date	filename	id	incorrect_orientation_T21	keyword_subj_T11	loc_box_checked	loc_not_us	other_info_T22	prodno	publisher	state_l	state_v	subj_2_T12	subj_3_T13	subj_T16	title
		Sports		Chicago		VO1971_o3.jpg	35422175										Parks	Trees	Golf	The Golf Links Jackson Park, Chicago
		Military		Somerville	1906	dpc10210_o3.jpg	35406393							Detroit Publishing Co			Buildings	Towers	Magazines (military buildings)	Old Powder House, North Somerville, Mass
		Landscapes			1905	dpc9049_o3.jpg	35411247							Detroit Publishing Co. 			Mountains	Nature 	Palm trees	A California Winter Landscape
		Indians of North America			1900	dpc5248_o3.jpg	35408305							Detroit Photographic Co.			Portraits	Ute Tribe	Chiefs	"Ute Chief, ""Tarboocheket."""
		Parks & gardens		St. Louis		VO2047_o3.jpg	35422259										Garden	Statue	Pagoda	Band Stand in Tower Grove Park
		Parks & gardens		Palm Beach		dpc8218_o3.jpg	35410602							Corp. Detroit Photographic Co.			Benches	Palm trees	Concert	Afternoon concert hour, Royal Poinciana
		Other		Canton		A49247_o3.jpg	35403723										Young Men's Christian Association	YMCA Buildings	Exteriors	YMCA Bldg., Canton, Ill 
		Food				VO59D_o3.jpg	35423413										Fishing 	Lakes	Fish	My morning's walk at Lake Minnetonka
		Other		St Louis		VO6312_o3.jpg	35423625										Skyscrapers	Landmark buildings 	Exteriors	Chemical Bldg. St. Louis, U.S.A.
		Amusements		Chicago	1933	cop2930_o3.jpg	35405725												Exhibition buildings 	De Old Cheshire Cheese Merrie England A Century of Progress
		Bridges		New York	1901	dpc5685_o3.jpg	35408550							Detroit Photographic Co. 						Washington Bridge and Speedway, New York
		Hospitals		Chicago		C54395_o3.jpg	35404222										Minorities	Segregation	Nurses	Founded in 1891 for the training of colored nurses
		Amusements		Sault Ste. Marie	1905	dpc9339_o3.jpg	35411460							Detroit Publishing Co.			Parks	Crowds	Fountains	South Canal Park
		Education		Annapolis	1906	dpc10526_o3.jpg	35406583							Detroit Publishing Co.			Educational facilities		Universities & colleges	Woodward Hall and Liberty Tree, St. John's College, Annapolis, Md.
		Nature		White Mountains 	1901	dpc8694_o3.jpg	35410989							Detroit Photographic Co. 			Mountains		United States--White Mountains (New Hampshire and Maine)	Mt. Clay and Mt. Washington from Twin Rivers, White Mountains, N. H.
		Parks & gardens		Chicago 		VO290_o3.jpg	35422607							V. O. Hammon Pub. Co., Chicago and Minneapolis 			Ponds		Illinois--Chicago--Humboldt Park (Park)	Lily Pond in Humboldt Park, Chicago 
		Landscapes	Montreal			dpc6945_o3.jpg	35409531				Canada			Detroit Photographic Co.						Mount Royal Road in Winter, Montreal, Que.
		Education		Chicago		cop446_o3.jpg	35405864												Expositions	"Chicago 
Travel and Transport Building 
A Century of Progress
International Exposition 1933"
		Education		Evanston		VOE5_o3.jpg	35424402										Trees	Walkway	Building	Hall of Science, Northwestern University, Evanston, Ill
		Education		Annapolis	1906	dpc10526_o3.jpg	35406583							Detroit Publishing Co.			Trees		Universities & colleges	Woodward Hall and Liberty Tree, St. John's College, Annapolis, M.D.
		Libraries, galleries & museums		Alton		R65419_o3.jpg	35412048												Colleges	Carnegie Library, Shurtleff College, Alton, Ill.
		Parks & gardens		Springfield		VO907A_o3.jpg	35424247										Rowboats		Lakes & ponds	Boat house and lagoon, Washington Park, Springfield, ILL. 
		Streets & highways		Des Moines		VO5345_o3.jpg	35423055										"Trolly cars
"	Pedestrians	Nighttime Urban Street	Night in Des Moines Walnut St
		Streets & highways			copyright 1906	dpc9824_o3.jpg	35411813							Detroit Publishing Co					mountains	On the road to Franconia, White Mountains
		Streets & highways		Dixon		A123517_o3.jpg	35403495													Galena Street looking north, Dixon, ILL. 
		Streets & highways		Magnolia	1906	dpc10661_o3.jpg	35406666							Detroit Publishing Co.			Trees		Dirt roads	Road to Manchester, Magnolia, Mass.
		Agriculture	Havana		1904	dpc8272_o3.jpg	35410640				Cuba			Detroit Photographic Co.			Horses	Delivering	Vegetables	Vegetable men, Havana, Cuba
		Beaches & bodies of water		Rogers Rock Heights	1913	dpc11755_o3.jpg	35407340							Copr. Detroit Photographic Co.						Foot of lake from Rogers Rock Heights on Lake George
		Education		Milwaukee		VO6012_o3.jpg	35423428													Milwaukee-Downer College, Milwaukee, Wis
		Politics & government		Champaign		A51669_o3.jpg	35403771												building	City Hall Champaign, Ill
		Landscapes				2CH264_o3.jpg	35401359												geology	Continental divide
		Beaches & bodies of water	Niagara Falls		1901	dpc5668_o3.jpg	35408534				Canada			Detroit Photographic Co.			Waterfall		River	Niagara Falls, from Canadian shore
		Hotels		Chicago		vo1960_o3.jpg	35422161												streetcars	Morrison Hotel Building, Chicago
		Landscapes			1901	dpc5474_o3.jpg	35408399							Detroit Photographic Co.					Geology	Hance's Trail, Grand Canyon of Arizona
		Religion		Charleston	1900	dpc11545_o3.jpg	35407213							Detroit Photographic Co.			Cemeteries		Churches	St. Phillips from Circular Church Cemetery, Charleston, S.C.
		Politics & government			1904	dpc8086_o3.jpg	35410498							Detroit Photographic Company			Founding Fathers		Portrait	Alexander Hamilton
		Boats & ships		South Haven		VO2170_o3.jpg	35422336												Black River	The Fleet, South Haven, Mich
		Amusements		Chicago	1934	cop2246_o3.jpg	35405421										Century of Progress		World's fairs	The Colonial Village
		Landscapes		Albuquerque		D10007j_o3.jpg	35406092												geology	Owl Rock, West of Albuquerque
		Parks & gardens		Detroit	1905	dpc9604_o3.jpg	35411637							Detroit Publishing Co.						Conservatory, Belle Isle Park, Detroit, Mich.
		Restaurants & bars		Minneapolis		VO39_o3.jpg	35422703													"The ""Famous Dutch Room"" and pipe organ National Hotel, Minneapolis, Minn"
		Education		Elmwood		C53951_o3.jpg	35404218												building	High school, Elmwood, Ill
		Other		Blue Island		A114765_o3.jpg	35403218												building	Masonic Temple, Blue Island, ILL
		Cartoons & humor				8AH1985_o3.jpg	35402724							C. T. & Co.			Walters		rural	We're seeing the barnyards of the nation amazing the rural population
		Landscapes				4BH523a_o3.jpg	35401760												Palm trees	Palm-Lined Victory Drive
		Indians of North America			1903	dpc6878_o3.jpg	35409480							Detroit Photographic Co					adult male	
		Amusements		Chicago	1934	cop2422l_o3.jpg	35405469										people		Fair buildings	Mexican Village Chicago World's Fair
		Aerial views & skylines		St. Augustine	1902	dpc12429_o3.jpg	35407755							Detroit Photographic Co.						St, Augustine Fla., from the Ponce De Leon
		Sports		Hinsdale		AH5876_o3.jpg	35404048												building	Hinsdale Golf Club House, Hinsdale, Ill
		Parks & gardens		Minneapolis		VO1620_o3.jpg	35421792													Scene in Loring Park, Minneapolis, Minn
		Streets & highways		Springfield		VO944_o3.jpg	35424292												building	Ferguson Bldg., Sixth and Monroe Streets, Springfield, Ill
		Residences				4CP2032_o3.jpg	35401866													
		Amusements		Chicago	1933	cop1365_o3.jpg	35404671							R H D CO.					World's Fair	The Swedish Pavilion
		Streets & highways		Rutland		dpc10261_o3.jpg	35406431							Detroit Publishing Co					landscape	Field Ave, Rutland VT
		Parks & gardens		Chicago		VO1770_o3.jpg	35421972												bridge	Pavilion and bridge, Sherman Park, Chicago
		Other		Chemung		9515_o3.jpg	35402856							Curt Teich & Co.			smokestacks		factories	St. Charles Condensing Co.
		Education		Abingdon		C61250_o3.jpg	35404327										Abingdon Illinois	Exterior	Hedding College	
		Other		Cincinnati		dpc6632_o3.jpg	35409272							Detroit Photographic Co., 			Spring Grove Cemetery		Cemeteries	Entrance to Spring Grove Cemetery, Cincinnati, O.
		Cartoons & humor				5AH1572_o3.jpg	35401958													How do you like my line
		Indians of North America		Seatt;e	1907	VO6401_o3.jpg	35423714							Lowman & Hanford			Bandana	Portrait	Woman	Princess Angeline Daughter of Chief Seattle
		Libraries, galleries & museums		Chicago		VO5131_o3.jpg	35422852										Michigan Avenue	Lions	Art Institute of Chicago	Night in Chicago
		Beaches & bodies of water		Duluth		VO98_o3.jpg	35424327							V.O. Hammon Pub. Co.					Waterfalls	Lester Falls, Duluth, Minn.
		Other		Springfield		VO978_o3.jpg	35424324										Exterior		Office Building	Franklin Life Building, Springfield, Ill.
		Hotels		Mackinac Island		dpc9871_o3.jpg	35411846							Copr. Detroit Publishing Co.			Lake Michigan		Sailboats	Grand Hotel Mackinac Island, Mich.
		Other		Owatonna		VO1851_o3.jpg	35422036										Louis J. Millet	Louis Sullivan	mural	National Farmers Bank. Owatonna, Minn Mural Painting
		Bridges		Mt. Vernon	1903	dpc7436_o3.jpg	35410030							Detroit Photographic Co.					landscape	Oak Street bridge, Mt. Vernon, N.Y.
		Military		North Chicago		R70277_o3.jpg	35412083												portraits	President of our country and Commandants of the Great Lake Naval Training Station
		Parks & gardens		Camulos	1900	dpc9681_o3.jpg	35411693							Detroit Photographic Co.					Literary characters	The garden, Ramona's house, Camulos, Calif.
		Restaurants & bars		New Orleans		dpc7021_o3.jpg	35409616												history	
		Religion		Herrin		8A821_o3.jpg	35402652										Catholic Church Building		Architecture, Religious	St. Mary's Catholic Church, Herrin, Ill.
		Other		Kewanee		R89865_o3.jpg	35412135										Bank building		Architecture	The First National Bank, Kewanee, Ill.
		Beaches & bodies of water			1902	dpc9809_o3.jpg	35411801							Detroit Photographing Co					Mountain	Mt. Ampersand from Round Lake Adirondack Mountains
		Entertainment		Chicago		cop2196_o3.jpg	35405384							Kaufmann-Fabry Photo					World Fair	Fireworks Display, Chicago's World Fair
		Bridges		St. Joseph		VO2519_o3.jpg	35422551										Boats	Bridges	Rivers	Napier Bridge, St. Joseph, Mich
		Streets & highways		South Hadley	1908	dpc11687_o3.jpg	35407290							Detroit Publishing Co					Telephone Lines	College Street, South Hadley, Mass
		Advertisements				cop1775_o3.jpg	35405145										A&P		Kitchens	Even a world's fair can't keep George Rector away from the kitchen
		Amusements		Chicago		cop783_o3.jpg	35405999							Kaufmann - Fabry			River		Buildings	Hall of science from terrace of electrical building Century of Progress - Chicago
		Parks & gardens		Chicago		cop2014_o3.jpg	35405289												Fountain	113:-Clarence Buckingham Memorial Fountain, by illumination, Chicago, Ill.
		Religion		Philadelphia	1900	dpc5535_o3.jpg	35408436							Detroit Photographic Co.					Church	Christ Church Philadelphia, Pa
		Residences		Coultersville		6650_o3.jpg	35402101										Parsonage		House	6650 Parsonage R. P. Church, Coultersville, Ill.
		Boats & ships				cop2147_o3.jpg	35405348										River		Mast ship	"Byrd's South Pole Ship ""A Century of Progress"""
		Residences		Boston	1902	dpc12489_o3.jpg	35407798							Detroit Publishing Co.			Fireplace	Chairs	Living room	Paul Revere Chamber, showing original old door, Paul Revere House, Boston, Mass.
		Libraries, galleries & museums		Riverside		dpc12877._o3.jpg	35408049							Detroit Publishing Co.					Library	The Public Library, Riverside, Calif.
		Politics & government		Kampsville		9832_o3.jpg	35402870										River		Houses	Government Reservation, Kampsville, Ill.
		Religion		Chicago		5BH387_o3.jpg	35402029												Auditorium	Moody Bible Institute - Proposed Torrey - Gray Auditorium
		Portraits			1902	dpc5739_o3.jpg	35408587							Detroit Photographic Co.			Deck		Black girl	Playing hookey
		Parks & gardens		San Francisco	1904	dpc8122_o3.jpg	35410526							Detroit Photographic Co.					Golden Gate Park	Japanese Tea Gardens, Golden Gate Park, San Francisco, Cal.
		Other				cop1670_o3.jpg	35405114												statue	The monument to the dead
		Military		Springfield		VO927_o3.jpg	35424270							V. O. Hammon Pub. Co.					Arsenal	Arsenal, Springfield, Ill
		Entertainment		San Jose	1902	dpc6450_o3.jpg	35409121							Detroit Photographic Co.					St. Claire Club	St. Claire Club
		Parks & gardens		Chicago		VO1986_o3.jpg	35422191										Park	Trees	Stream	A beautiful vista in Humboldt Park Chicago
		Hotels		Portland	1906	dpc9742_o3.jpg	35411743							Detroit Publishing Co.					Congress Hotel	Congress Square Hotel
		Beaches & bodies of water		Lake George	1904	dpc9832_o3.jpg	35411819							Detroit Photographic Co			Hills		Lake	Anthony's Nose, from Blair's Bay, Lake George, N. Y.
		Other		Chicago	1934	cop1532_o3.jpg	35405003										Century of Progress		World's Fair	Florida Tropical Home, Arts and Crafts Division
		Hotels		Minneapolis		VO7B_o3.jpg	35424142										Dyckman Hotel		Hotel Dyckman	Hotel Dyckman
		Hotels		Lake Geneva		VO2222_o3.jpg	35422396										Children	Cars	Conference Center	"""The Plaza"" Conference Point Lake Geneva, Wis."
		Politics & government		Murphysboro		c46949_o3.jpg	35404164										U. S. Post Office		Post Office	U.S. Post Office, Murphysboro, Ill.
		Hotels				7CK1334_o3.jpg	35402565													Knox Villa motel
		Amusements		Chicago		cop2953_o3.jpg	35405735										building		World's Fair	Chinese Temple of Jehol A Century of Progress
		Advertisements		Kewanee		R89865_o3.jpg	35412135										Flag	Street	Bank	The First National Bank, Kewanee, ILL
		Aerial views & skylines		Chicago		7CK1139_o3.jpg	35402562													
		Amusements		Chicago		cop2196_o3.jpg	35405384							Kaufmann-Fabry Photo			Fireworks	Buildings	Century of Progress	Fireworks Display, Chicago World's Fair
		Cartoons & humor				3AH451_o3.jpg	35401428										play on words		cars	I had a hot time here
		Railroads		Needles		rt2254c_o3.jpg	35412207										hotels		RR stations	El Garces Hotel and Santa Fe R.R. Station    Needles, California
		Parks & gardens		Brooklyn		dpc12852_o3.jpg	35408035							Geo. P. Hall & Son.					boats	Boat house, Prospect Park, Brooklyn, N.Y.
		Restaurants & bars		Chicago		9BH63_o3.jpg	35403070										lunch counters		casinos	Town Casino air conditioned 6 N. Clark St, Chicago
		Parks & gardens		Santa Cruz County		dpc6984_o3.jpg	35409565							Detroit Photographic Co.			Redwoods	Trees	Henry Cowell Redwoods State Park	Gen. Fremont Tree
		Beaches & bodies of water		St. Augustine	1904	dpc8205_o3.jpg	35410594							Detroit Photographic Co.			Parks		Beaches	Sea Wall
		Streets & highways		Chicago		VO5129_o3.jpg	35422849										Art Institute	Museums	Michigan Avenue	Michigan Ave. South from Art Institute
		Beaches & bodies of water		Ithaca	1904	dpc7639_o3.jpg	35410197							Detroit Photographic Co.					railroads	Cayuga Lake from Cornell Heights, Ithaca,  N. Y.
		Parks & gardens		Minneapolis		VO1361_o3.jpg	35412611												waterfall	Where the falls of Minnehaha flash and gleam among the oak trees, laugh and leapinto the valley
		Parks & gardens		Chicago		VO1986_o3.jpg	35422191													A beautiful vista in Humboldt Park, Chicago
		Hotels	Montreal		c1902	dpc6185_o3.jpg	35408900				Canada			Detroit Photographic Co.						Windsor Hotel, Montreal
		Railroads		Savannah		dpc10575_o3.jpg	35406614							Detroit Publishing Co.						Union Station, Savannah, GA
		Landscapes		Greylock		dpc11008_o3.jpg	35406901							Detroit Publishing Co.					Residences	The road to Greylock, Berkshire Hill, Mass
		Amusements		Chicago	1934	cop2237_o3.jpg	35405414										Ice skating		World's Fair	Black Forest Village
		Restaurants & bars		Chicago		D3797_o3.jpg	35406167							Curt Teich			Map		Building	Glengables tea room - 376 Park Ave. - Glencoe, ILL
		Other		New Orleans	1900	dpc8385_o3.jpg	35410736							Detroit Photographic CO.					Cemetery	Metairie Cemetery, New Orleans, LA
		Parks & gardens		Fod du Lac		2BH1181a_o3.jpg	35401258												Bridges	Rustic Bridge at Lakeside Park, Fond du Lac, Wis
		Boats & ships		Glenwood Springs		VO2265_o3.jpg	35422445													Boat landing at Glenwood Springs, Lake Geneva, Wis
		Other				dpc7881_o3.jpg	35410371												Flowers	California Poppy
		Parks & gardens		Shelbyville		rd5868_o3.jpg	35412174												auditoriums	Auditorium at Forest Park Chautauqua, Shelvyville, Ill. 
		Large letters		Uniontown		0BH996_o3.jpg	35400592							Curt Teich &Co., Inc.						Greetings from Uniontown PA.
		Beaches & bodies of water		South Haven		VO5432_o3.jpg	35423147										boat		river	The Black River, South Haven, Mich
		Education		Carlyle		1A2328_o3.jpg	35400840												Building	High school, Carlyle, ILL.
		Boats & ships		Gloucester	1905	dpc9509_o3.jpg	35411579							The Detroit Publishing Co.					buildings	Gloucester, Mass.
		Other		Chicago		4AH359_o3.jpg	35401682										architecture		business	Chicago Board of Trade in the background
		Agriculture		Bernadotte		C26817_o3.jpg	35404102										landscape		body of water	Mill and mill dam, Bernadotte, Ill.
		Other		Chemung, Ill.		9515_o3.jpg	35402856							Curt Teich & Co.					industry	St. Charles Condensing Co., Chemung, Ill.
		Entertainment		Shelbyville		rd5868_o3.jpg	35412174										park	auditorium	architecture	Auditorium at Forest Park Chautauqua, Shelbyville, Ill.
		Animals				2EK206_o3.jpg	35401401												owls	
		Hotels		Portland	1906	dpc9742_o3.jpg	35411743							Detroit Publishing Co.					Building	Congress Square hotel, Portland ME.
		Boats & ships		Hague, Lake George	1907	dpc10865_o3.jpg	35406815							Detroit Publishing Co			lakes		steamer landings	steamer landing at Hague, Lake George, NY
		Cartoons & humor				8AH1923_o3.jpg	35402712							C.T. & Co.					fishing	The fish are here and full of fight they go for everything in sight
		Other		Columbus		dpc12670_o3.jpg	35407921							Detroit Publishing Co.					prisons	Penitentiary, Columbus, Ohio
		Indians of North America			1900	dpc5248_o3.jpg	35408305							Detroit Photographic Co.					Portrait	"Ute Cheif ""Tarboocheket."""
		Indians of North America		Grand Canyon	1905	dpc7995_o3.jpg	35410433							Detroit Photographic Co.					residence	A room in a Hopi house, Grand Canyon of Arizona
		Parks & gardens		Chicago		VOB14_o3.jpg	35424362													Path by the lake, Garfield Park  Chicago
		Hotels		Lake Geneva		VO5574_o3.jpg	35423293												interior	Dining Hall, Conference Point, Lake Geneva
		Parks & gardens		Blue Island		C57655_o3.jpg	35404266													Central Park, Blue Island, ILL.
		Parks & gardens		Detroit	1904	dpc9077_o3.jpg	35411265							Detroit Photographic Co.			Boys	Snow	Ice fountain	Ice fountain, Washington Boulevard, Detroit, Mich.
		Flags		Hines		1CH64_o3.jpg	35401080													"""Old Glory,"" Veterans Administration Hospital Hines, Illinois"
		Military		Chicago		R70276_o3.jpg	35412082												Navy	Just arrived: U.S. Naval Training Station, Great Lakes, Ill.
		Restaurants & bars		Chicago		cop2924_o3.jpg	35405719												Century of Progress World's Fair	The Red Lion Inn Merrie England A Century of Progress
		Parks & gardens		St. Paul		VO5488_o3.jpg	35423204												Flowers	Flowers in Como Park, St.Paul, Minn.
		Parks & gardens		St. Paul		VO1329_o3.jpg	35412565										Lily ponds		Ponds	Lily Pond in Como Park St. Paul, Minn.
		Hotels		Chicago	1933	cop823_o3.jpg	35406014												Century of Progress World's Fair	Great Northern Hotel
		Streets & highways		Carlinville		RC5516_o3.jpg	35412149										Buildings	Horse & Buggy	Main Street	West Main Street, Carlinville, Illinois
		Aerial views & skylines		Holyoke	1908	dpc11684_o3.jpg	35407287							Detroit Publishing Co.					Rivers	Holyoke and Connecticut River, Mass
		Military		Detroit	1903	dpc9133_o3.jpg	35411309							Detroit Photographic Co.			Statues		Monuments	Soldiers' and Sailors' Monument, Detroit, Mich.
		Aerial views & skylines		Duluth		VO672A_o3.jpg	35423959							V.O. Hammon Pub. Co.						Overlooking the harbor and Aerial Bridge, Duluth, Minn.
		Amusements		Atlantic City 	1905	dpc9318_o3.jpg	35411447							Detroit Publishing Co. 			Boardwalks	Streets 	Parades	The Boardwalk Parade, Atlantic City, N.J. 
		Beaches & bodies of water		Gloucester 	1905	dpc8735_o3.jpg	35411019							Detroit Photographic Co. 			Oceans	Rocks	Waves	Surf at Eastern Point, Gloucester, Mass.
		Railroads				cop1507_o3.jpg	35404976										Delaware and Hudson	Locomotives	Trains	
		Education		Evanston		VO617_o3.jpg	35423514										Northwestern University (Evanston, Ill.)	Universities & colleges	Willard Hall (Northwestern University); Music Administration Building (Northwestern University)	Willard Hall, Northwestern University, Evanston, Ill.
		Education		Abingdon 		C61250_o3.jpg	35404327												Universities and college 	Hedding College, Abingdon, ILL.
		Beaches & bodies of water		San Bernardino 		dpc7773_o3.jpg	35410299							Detroit Photographic Co. Publishers 			Ponds 		Trees 	Urbita Springs, San Bernardino, Cal. 
		Streets & highways		"New York
"	1903	dpc8557_o3.jpg	35410866							Detroit Photographic Co.					Building	Times Building, New York
		Hospitals		Fort Oglethorpe	1906	dpc12095_o3.jpg	35407550							Detroit Publsihing Co.					Military	Post Hospital, Fort Oglethorpe, Chickamauga Park, Ga
		Parks & gardens		Yosemite Valley		dpc11515_o3.jpg	35407187							Detroit Photographic Co.			Geology		Waterfalls	Cap of Liberty and Nevada Fall, Yosemite Valley, California
		Residences		Superior		VO671_o3.jpg	35423957													Bishop Schinner's residence, Superior, Wis
		Military		Columbus		2B182_o3.jpg	35401194							Southeast Air Corps Training Center					Fire Fighters	Crash Crew, Columbus Army Flying School, Columbus, Mississippi
		Education		Kingston		9340_o3.jpg	35402850												schools	Kingston School, Kingston, Ill.
		Indians of North America				dpc11251_o3.jpg	35407040							Detroit Publishing Co.					Weaving	Hopi blanket weaver, Pueblo of Oraibi, Ariz.
		Residences		Seattle		VO6406_o3.jpg	35423719													A Seattle home
		Other		Evanston		VOE5_o3.jpg	35424402										Education 	Science	Buildings 	Hall of science, Northwestern University, Evanston, Ill.
		Education		Terre Haute		0BH1087_o3.jpg	35400491										Garden	Tree	Building	Le Fer Hall St. Mary of the Woods College Terre Haute Ind
		Residences		Provincetown		dpc7952_o3.jpg	35410406							Detroit Photographic Co., Publishers						The Turn, Provincetown, Mass
		Beaches & bodies of water		Minneapolis		VO5469_o3.jpg	35423183										Beach	Life guard	Bathers	Calhoun bathing beach, Minneapolis, Minn.
		Parks & gardens		St. Paul		VO1329_o3.jpg	35412565												lily pond	
		Parks & gardens		Detroit	1905	dpc9604_o3.jpg	35411637							Detroit Publishing Co.					building	Conservatory, Belle Island Park, Detroit Mich
		Cartoons & humor				5AH1572_o3.jpg	35401958										Modern girl	flowers	Woman	Dear I'm a modern girl. I look hot and keep cool  sig -
		Religion		Santa Barbara		dpc7286_o3.jpg	35409923							Detroit Photographic Co.			Driveway	Hills	Mission	Mission Santa Barbara, Calif.
		Bridges		St. Louis		VO1014_o3.jpg	35412238							V. O. Hammon Pub. Co., Chicago					Boats	Merchants Bridge, St. Louis, Missouri
		Indians of North America			1903	dpc6878_o3.jpg	35409480												Portaits	Obtossaway, an Ojibwa Chief
		Landscapes				dpc70673_o3.jpg	35409660							Detroit Publishing Co.						Sumach in autumn
		Aerial views & skylines		St. Paul	1905	VO543_o3.jpg	35423144										Bodies of water		Islands	View St. Paul, Minn., from west side, showing Harriet Island
		Education		Evanston		VOE3_o3.jpg	35424400												Buildings	University Hall, Northwestern University, Evanston, Ill
		Cartoons & humor				1BH527_o3.jpg	35400978							Curt Teich & Co., Inc. 			Sleeping	Hammocks(furniture)	Sailors	The Sailor's Prayer
		Politics & government		Chicago		7DK974_o3.jpg	35402608										Streets and highways		post offices	U.S. Post Office and Eisenhower underpass
		Amusements		Chicago	1933	cop1263_o3.jpg	35404548							R.H.D. Co. 					Century of Progress Exhibitions	Oriental village
		Aerial views & skylines		El Paso		dpc10802_o3.jpg	35406760							Detroit Publishing Co. 						EL Paso, Texas
		Education		Plymouth	1907	dpc11397_o3.jpg	35407111										children playing outside schools		schools	Normal School, Plymouth N.H., in the White Mountains
		Education		Riverside	1903	dpc7002_o3.jpg	35409581							Detroit Photographic Co.			Buildings		Indians of North America	Sherman Institute, Riverside, Cal
		Beaches & bodies of water		Orchard Lake	1903	dpc6399_o3.jpg	35409087							Detroit Photographic Co. 			Lakeside paths	Trees	Lakes	A glimpse of Orchard Lake, Mich.
		Music		Chicago		1840-30_o3.jpg	35400827										Concert halls	"Operas & operettas
"	"Opera houses
"	Chicago Civic Opera House, Chicago
		Amusements		Chicago		cop446_o3.jpg	35405864												Century of Progress Exhibitions	Chicago travel and transport building a Century of Progress International Exposition 1933
		Aerial views & skylines		Chicago		cop1881_o3.jpg	35405238										nightime	searchlights	World's Fair	General view by illumination, Chicago World's Fair
		Portraits		Chicago		VOB19_o3.jpg	35424367										Axe	Statue	Lincoln	Lincoln, the woodchopper, Garfield Park, Chicago
		Education		Carlyle		1A2328_o3.jpg	35400840										High schools	School buildings	Educational facilities	High School, Carlyle, Ill. 
		Other				cop2607_o3.jpg	35405559													
		Railroads		Chicago	1908	13654_o3.jpg	35400790							The Catholic Church Extension Society of the U.S.A. 			Chapel cars	Catholic Church	Trains	"Chapel Car ""St. Anthony"" - The Catholic Extension Society of the U.S.A - General Offices: The Rookery, Chicago"
		Large letters		Uniontown		0BH996_o3.jpg	35400592							Curt Teich & Co., Inc. 						
		Other		Granite City		A25430_o3.jpg	35403593										Steel industry	Factories	American Steel Foundry (Granite City, Ill.)	American Steel Foundry, Granite City, Ill.
		Cartoons & humor				8AH1742_o3.jpg	35402682							C. T. & Co.					Camping	Busy person's correspondence card - time is money -check items desired
		Amusements		Chicago		cop2147_o3.jpg	35405348										Ships		World's Fair	"Byrd's South Pole ship ""A Century of Progress"""
		Streets & highways		Springfield	1905	dpc8627_o3.jpg	35410925							Detroit Photographic Co.					Tree-lined lanes	Cemetery Avenue, Springfield Mass.
		Religion		Coultersville		6650_o3.jpg	35402101												Residences	Parsonage R.P. Church, Coultersville, Ill
		Military		Plymouth		dpc5384_o3.jpg	35408351							A.S. Burbank, Plymouth, Mass.			forts	meeting houses	Pilgrims	Pilgrim Fort and Meeting House, 1621     Greetings from Plymouth Rock
		Aerial views & skylines		Rochester 		dpc5916_o3.jpg	35408712							Detroit Photographic Co. 						Granite Building, Rochester, N.Y.
		Other		South Norwalk 		dpc9950_o3.jpg	35411883							Detroit Publishing Co. 					Factories	R & G Corset Factory, South Norwalk Conn.
		Military		Gettysburg	1903	dpc7233_o3.jpg	35409878							Detroit Publishing Co.			Civil War		Monument	Statue of John Burns, the hero of Gettysburg
		Amusements				cop2702_o3.jpg	35405613										Wagon	Fair	Rollercoaster 	Giant coaster wagon at Enchanted Island
		Nature		Yosemite National Park		1BH2030_o3.jpg	35400916												Sequoia (Genus)	Wawona : Mariposa big tree grove
		Hotels		Boston	1899	dpc12471_o3.jpg	35407784							T.E. Marr			Chairs	Chandelier	French	"The ""Marie Antoinette"" Drawing Room, HOtel Touraine, Boston, Mass."
		Other		Chillicothe		A116485_o3.jpg	35403349										Industrial	Gravel	Geology	Largest sand gravel plant in the world, Chillicothe, Ill.
		Military		Fort Sheridan		VO230A_o3.jpg	35422493										Training 	Army	Officers	Officer's training camp, Fort Sheridan, Ill. 
		Beaches & bodies of water		Fox Lake		VO5244_o3.jpg	35422947													Cottages on Eagle Point, Pistakee lake  Fox Lake, Ill.
		Beaches & bodies of water		aurora	Sept. 16, 1909	VO596_o3.jpg	35423406										Trees and a hill	People in boats	Lake	Fox River, south from boat launch landing, Riverview Park Aurora, Ill
		Advertisements		St. Louis		VO1092_o3.jpg	35412328										Horse and carraiges	Urban street	High rise building	Chemical Building St. Louis, Mo
		Beaches & bodies of water		South Haven		VO1279_o3.jpg	35412492												Swimmers	Bathing Beach, South Haven, Mich.
		Other		Benton		C49648_o3.jpg	35404187										Coal Mines		Mines	Hart-Williams Mine
		Other		Chicago	1933	cop1298_o3.jpg	35404597							R H D Co.			Century of Progress	1933 Worlds Fair	Worlds Fair	Avenue of Flags
		Education		Boston	1906	dpc10187_o3.jpg	35406377							Detroit Publishing  Co.					Universities & colleges	Massachusetts Institute of Technology, Boston, Mass. Founded 1861
		Military		Washington		dpc11425_o3.jpg	35407133										Government Building		Hospitals	Soldiers' Home, Washington, D.C.
		Cartoons & humor				8AH1748_o3.jpg	35402687							C. T. & Co.			Checklists	Fish	Correspondence	Busy person's correspondence card, time is money, check items desired
		Amusements		Escanaba		0BH994_o3.jpg	35400590										Exhibition buildings	Amusement rides	Fairs	State fair, Escanaba, Michigan
		Streets & highways			1904	dpc8076_o3.jpg	35410491							Detroit Photographic Co.			Dog walking		Residences	Rhode Island Avenue, Washington D. C.
		Parks & gardens		Creal Springs		C58345_o3.jpg	35404290													Six of the 13 health springs and bath house, Creal Springs, ILL. 
